1_G137.1;2_G-56.47;3_G36.31;6_G63.29;8_G40.43
106.17638803669928;103.54927937837671;101.84213077570841;107.58265821512488;107.8419318511536
105.53902247242327;103.98606806233127;101.37129081428907;107.79740122306423;109.25132786312064
104.1885236059228;104.56067648570179;100.5799780907772;107.1227438533856;109.08022771232297
105.97123079379593;104.50210896929957;101.83760533479456;105.96089658985524;109.99129513803972
106.24230473090871;103.93828141794356;99.82617334330273;106.67314762720535;107.03407310380986
104.52981314915871;102.45049347719512;101.74754883438776;106.76876903136744;108.781484808844
108.10002057930868;103.06238657221093;99.23409156988168;107.75932701624107;109.74829025461716
103.77498579661449;103.8085891578578;102.25115871520005;107.48458198220257;107.00898610166814
106.35477277563723;104.94979429620537;100.8568340481222;107.1963729206795;107.78515683248979
106.24060606719169;104.19176049661766;101.8621782557622;108.34827852859149;108.11650318533812
106.63314780435397;106.70505356335278;101.92982523006506;106.04764348683287;109.2932415962711
104.92981551967529;102.81013756435816;101.42446209961015;108.11238593866095;109.82546545476343
107.01300818364841;105.49439216792592;101.09603524482307;105.9559807449982;110.36287077333635
104.29844731515558;103.27505303269352;101.07748227718912;107.35980937063437;110.86915382067457
104.6970864995783;103.0177534363198;99.9373599197552;107.71401029925998;111.61217106726177
106.80357947248548;103.49859732915769;99.60719474525189;106.7277184197785;107.90022009125772
105.10082965147863;104.60060813392256;102.3840239342768;107.68753276782631;107.76537332789005
103.35365212685652;104.47871047877744;100.57682835408579;108.12254689810028;109.72070762637684
104.811286573516;103.21065749223484;101.12269532349713;106.31688627394409;109.47414829746953
104.30226196076693;102.63434706094021;101.93073709747557;106.4969121314113;109.88362304524799
106.94672606605177;105.60785145177843;101.17574802886509;107.14382745468659;108.60154937588464
105.16739365955887;104.23501390061615;99.88577459749635;106.06980282472414;110.0244697103868
105.9006842802964;103.4722054285597;100.86952237497879;106.80736566947802;108.92719054016644
106.18385674966473;103.26466003659678;102.24495976845951;106.04799846699005;110.02656685635606
108.23155909560455;103.67164019078184;101.55015325753227;104.93502497630553;109.33517033072174
107.58335482773748;104.00709128749895;100.25192522720259;107.41947410243051;107.8177895695413
105.64862660623659;104.3578269366717;101.06023986757124;105.78744536234542;108.20549410764791
106.14514561791069;104.90817484365064;101.91071751068165;107.84724771805011;106.39425096348566
104.58594760049196;105.20897488456762;100.60280725264415;106.68752417278549;106.59793931351315
106.98976257521862;103.20262775420734;101.78324449766369;106.16388105027671;107.06435179896307
105.12243727059895;103.19761062368357;101.84598387360451;107.20203201174179;109.30913020159954
106.67512556364537;104.03735740578594;101.4862242318286;108.73685114787158;109.71291272453124
105.53999073177772;103.36265123044504;99.66875031811148;104.1829615880666;109.84582664563827
105.51416445239452;104.2526320870893;101.17728700847448;106.53924065587842;109.05155643150096
107.71355085250991;106.75643622013284;100.45608292352779;106.6032263926164;109.6754240666771
107.257504987066;103.4646340960638;100.0759599107457;107.11784292748034;108.79718325880569
104.54390639890025;105.69712676237152;101.36391923399204;106.28795451114996;108.7500537684307
105.65064837693173;104.0023064344609;99.95613453590693;105.51444397125778;109.24579521104704
106.48737537512005;105.08784044110128;99.12386213842925;107.3370482962698;110.12844208523686
104.75203772569876;105.7612389202132;100.86380525049586;107.31762058889124;108.26380304812635
104.91290799883787;103.55447271588257;101.25380756830255;105.47065133504316;108.15914474827993
107.33731903640478;105.27949508919563;100.30692543628119;107.891170200828;111.1268533082863
104.59580246756852;103.96940333382166;101.48211254898891;107.35487887082891;108.75033291521686
105.72647395052284;103.23557802356682;101.56951402758014;108.77287717306221;108.7675014840463
107.99023529083478;105.29891622682231;102.20859119904335;106.89541632831572;108.58262364325981
107.54294388916142;103.73495960756809;100.47811087374849;107.91149456272016;108.48528735659158
106.12366640605572;103.79790545295799;103.15542975631966;106.39959201220672;109.05852945877797
103.82336080639936;104.1195766108708;100.7061004812362;103.96903344903916;109.69756232594015
107.97743112046604;104.15947695435688;100.55180787868477;106.7774350653643;109.48408960687466
107.1690565572588;104.38718175938641;101.67774370037621;106.37529748187296;108.84559516283777
106.01368096320849;105.34994972343992;101.78572020296171;106.59020146498571;108.9030412002007
105.008899724827;104.10933072563124;100.66230283508013;106.72551384036215;108.89457251533388
106.07740906903831;104.74312700207987;101.41625303519928;107.9489091874967;108.66022096785518
106.81290713483135;102.96965963737965;101.06715636791395;107.99893578018379;108.820326473396
105.92947016699101;103.43984430702034;101.209126219866;105.80891929412857;106.81837885368179
106.61130461581708;106.49867791379154;101.97531010715907;106.91547533320696;107.99447378665184
105.72124219790192;107.5416078073971;102.46806092760409;107.0711946458062;108.67376099803421
109.09977095629343;104.26000146160477;100.98361264520884;106.64856261223315;110.09688558007669
105.94662330844774;103.73590804902081;100.93612940388279;107.01415715869493;107.76707381594768
106.52817776750167;105.49447391585129;102.61373456696238;107.3255265991586;108.53739465523476
107.99290149660187;105.03828531516085;100.99945543418528;107.18473064777751;110.54145314880276
107.64471121756573;102.896815301197;100.71372598447658;108.7599740326264;108.43554422827879
105.40143556621662;105.69610741687578;101.55698531958224;107.92418548605349;109.8128702222817
105.05238275843716;105.93347338527141;101.53000596443044;107.45292924518829;109.2995476096973
106.40976304388208;104.0041195670132;100.6880564428077;106.19908515573059;108.7820976470492
106.50972061473308;103.08267649403231;102.40323608346284;107.29926374648569;108.17111411658928
107.60339093885806;106.16906697422355;101.27782106542612;105.32495603055321;107.73678613505012
107.9292941523853;106.08760318720094;101.39485003622192;108.31933960061664;107.36862962048859
104.85761159487335;103.41295166753001;101.12430093971895;106.64998678063507;107.22221788233071
104.99793673425769;104.3059518481065;102.32330590015695;107.42255168658565;108.91579126673996
107.01504486079693;105.40725333035245;101.2341128247194;107.00981718815213;112.03937529570841
107.0803728862883;101.77622233062178;101.4078086170518;105.05734865941255;109.39165334286957
105.17359345312795;103.06650422145992;101.54794614159401;105.09142294267569;108.67681429018066
105.80300970706318;103.37898642758208;100.89435337849665;108.03330022727455;107.33663250672636
106.41406752784023;104.4875246462953;99.73126800412916;105.71110154088528;110.02192981002578
104.56976836380692;104.07972748619686;100.7765967446987;107.57470777980558;109.67387918905176
106.02150234340637;104.69246322449;102.42152870199207;107.6337004394894;107.84057886728512
105.73886392916008;103.45393370351101;98.9475521125441;107.02055500489608;108.94460803586463
107.65570001325821;106.28470669400734;100.3128752768688;105.85905784428832;110.58146878380279
105.35963479790377;101.77906321280018;102.07484877531759;109.33113933910765;109.59308798517011
106.9568733728656;105.11081085199741;101.80548517441248;105.9092456106903;108.01826051982405
105.608130033251;107.42893287156531;102.15568020630823;109.61282148533738;107.85093834003912
104.90350885752702;106.49458674094585;103.16382838726685;107.13657583801277;107.66444978536673
105.97358306533847;104.17976996449164;102.33922199420697;107.44714202964892;107.94912230186785
110.36805123659776;105.40899072267256;102.43758413223551;105.19968383333382;108.73036394043284
105.54940775067165;105.9005132737498;98.72989538757878;107.06105683631323;110.58922643210954
105.674229251556;104.59805190903988;101.82649348104236;107.12753047225179;108.82671350245536
105.139877585541;104.09927942354204;101.23078090356995;106.33550133862646;108.63861485554764
107.00487734104574;104.41105528462884;100.81438985480351;107.75226163491907;108.82712470884958
106.6924931110592;104.07402132134285;100.18254903695463;108.60236979750601;107.83562913217888
105.51670240240256;105.77677977808816;100.7757039196943;107.83346496000206;108.42121771806136
105.54378915750972;106.00819921432176;101.34228515033294;106.05448193184523;111.33093305777456
103.52902029135386;104.1422567453713;101.54344613546041;107.83656553042836;107.98110325269519
106.2526084045883;104.89275826559192;102.36111590915829;106.07848035602447;108.61307906605477
105.39652346224057;105.18901063000973;101.75355260220722;107.4858406158042;110.32928851930015
107.34032599410813;105.97879267750828;99.51319627859637;105.37326652335658;109.18645391902676
105.75166279769256;105.40600197353831;100.01306466522009;106.33620178559656;108.85907873982704
105.84819855146849;103.79973379763685;99.77408484957745;107.2470641122924;107.9815849484797
106.4531209761946;104.8463352919704;100.8173802015697;108.5549657093217;109.31109367419951
106.51838353645184;103.59058673686123;100.62562716326514;108.04799558980051;108.89213969211859
105.9051567331686;104.83545629071214;101.93339141910911;109.19633863169628;108.60873273429328
105.85722644612535;104.7028407167326;101.25505223966965;107.14313254274231;107.84855619857588
105.72123334780213;103.00279579675707;99.4760174969701;107.20235458420832;110.63266899176392
105.59954591719948;104.35822251545359;99.21109358858601;108.45807289892899;109.2917384235482
107.22225710254422;104.47305003594026;103.61881798403351;109.29710103900078;109.27050289581524
106.82155390862042;106.86401974324384;101.80340409540995;109.43920635675538;109.40134290904406
105.46170473739045;103.92442304608177;101.84358754790163;106.40883332287017;106.7273902072025
106.05645228012663;102.7616894950672;99.91834010500229;106.39150770551248;110.08798269445137
106.82689034291306;105.23943368607334;99.24661058276173;108.44605231893276;109.76870955175819
105.43214806622171;105.31236785523062;100.04810577750837;107.00027037459968;110.06979487357069
106.67632625768057;102.4437877477342;102.62533946854587;105.67570873769758;109.08658773216023
105.42715344654196;105.27817539703457;102.83872508062464;106.4541386252286;110.10433333074354
105.92698411021786;104.85308880325432;102.54474710723751;107.21100498833265;110.01856545944
107.59475411542076;104.84321921283792;101.39197970644793;105.55922491649844;107.89567476276736
106.26391053706844;105.04997565135244;100.15665469327513;107.18746183571142;109.06219046965505
107.31637692979484;103.15993165932876;100.79389624674515;108.3629149939293;108.47014175682644
106.2840094152418;106.0301977826302;99.85334643899687;108.78507719725495;108.02047253701164
104.77957562968449;104.64055848039419;101.74018013370579;105.74967379715193;106.23977782542416
105.97283810084758;101.8592460232053;101.16331942033158;107.62949393394872;108.53411519541868
106.470589945333;103.3087436888325;98.92549995533822;107.15746627530494;106.57091721925516
107.80495097856964;104.69921727347214;101.29993200068914;106.18429895389305;107.10871314599251
106.1949788474095;105.8912764453499;100.09085211246685;108.4748155866522;109.63017623946982
106.73762148287912;104.8828602940324;101.62509516090748;107.55449700014029;109.50899641282452
106.65588668369395;103.32693310297847;101.71849860455956;106.93214671449219;110.56723108516294
104.77088971247204;104.65925185464373;100.56466808589491;105.21089335540115;109.97200500215277
106.32023507026895;104.21109932686159;102.19816195198149;106.57093879459512;110.7449562428602
105.24262805953657;104.55309886365193;102.49973625916634;106.55155976233655;109.48393375806316
107.64287016745048;104.61123314173477;101.84731390606169;105.56346196869188;108.02473181413151
106.41589798223758;103.56689678435758;101.46096352326842;107.08080306510568;108.68554278318842
107.65582839336912;103.89466160269457;101.9429123035579;107.97778494026228;108.58075069957216
105.44836100838684;104.70638468098177;100.4748204611771;109.20704714469866;110.1364468706343
105.0576535341774;103.74353381330052;100.7821446193472;107.01544000063947;109.33705207767956
106.81090028681007;102.9883159967701;102.39516068295192;106.41204752327677;109.06354079418509
107.19429568484422;106.3630741776998;101.07269939217724;107.21076159046648;110.70275827951174
106.42707267743128;104.59076895668495;100.17158795807798;109.30982620972182;108.08375989441092
105.0033946358502;105.18539651694786;99.85928002244198;105.76552884319824;110.52693057193693
107.43706786043056;104.81845635933706;101.512217637511;107.17502406322764;109.62448726606596
107.13793277885756;104.97633600063186;101.45837259143593;105.87841941003798;109.28964779563243
104.36718132586105;102.93913788442957;100.89194771099147;107.32744263769993;109.31863948083401
105.22367194567836;105.38928925994566;99.7723825991257;106.90346455906617;106.66492570931084
106.85995185268885;104.45079916683241;101.00413652725568;107.50271499486546;108.54259233297027
104.99572330076809;104.83527221703272;99.34917874167164;106.83432190944686;108.21722371385431
104.89281502540594;103.4721974910817;102.235377327446;107.61718378136992;108.30229340511958
106.7795160100312;104.26750336527272;100.3060634440035;105.45167954604185;107.56184823602341
105.99726887992465;105.12318354542006;101.23768869708576;106.0107844860841;109.53165239687586
105.33594323012932;104.65788610878904;103.90012259893463;106.15980162182524;110.1306594560943
106.92485774198047;102.80998626169472;101.46498462505495;105.86275901285185;109.05734106625658
106.22890726131929;103.23778769620242;101.08047470360758;106.14968600308744;107.09084228122036
104.16821756773749;103.19654747548651;103.42925790031505;107.48782598977905;110.11348562671301
107.39651491061487;104.55449576446712;101.84863137267182;106.17435760921309;107.86299184721248
104.49097436167456;104.3877344536524;101.12430101223605;107.04375148823229;109.05953191085312
107.74673188844605;104.47700820852228;99.54052287078426;109.27886169802255;110.94969718558524
107.83126324301256;103.5479250689847;99.40823855113631;109.23838115749335;109.47906717160652
104.40289014188568;105.49630386722642;100.55238318928212;106.18708527932469;107.00063352626594
106.13446311211679;105.59657191233593;100.61414882455976;104.75484686373078;108.20705356136943
105.82712901782764;104.07302503663587;100.43630943777208;106.36383618265276;109.32861241471977
105.25732722350985;104.79066040273196;101.54266787686858;107.82732072213192;109.66269416224144
105.96200839606571;104.35955178862507;102.19797494495116;105.56773285965023;107.09400296790449
106.26675713399678;104.46720741237878;100.01239595783206;105.69753610226822;110.60889415010595
105.27471175530178;104.66596717770008;102.08222550391652;107.06638520090277;109.10950327794457
105.86637825222742;105.23021285089621;99.63736661626369;109.47416564538142;110.00790273928469
108.08863247855406;103.34580333576339;100.48381805806976;107.62448896752052;108.91271909118349
105.80480637117566;101.3987240311118;100.28905580396031;106.63642219240644;108.09168490632648
106.43125763339287;104.66512694515129;101.59417874699415;105.0819393876544;106.74961396685109
106.10324335445972;104.39062178286949;101.78603024258732;106.78822404570101;108.67633280062996
106.75925414774856;106.60398512730845;101.65637983605795;108.60049158531773;108.54471874903669
106.26425242424679;103.31092358925024;101.1818738346867;108.00973742635992;110.74528903595458
105.69316477338715;103.96730159189278;101.82374379782455;107.20673939999186;108.84747603866764
107.36090984323471;103.94834605017851;101.43589271509664;105.6391227677797;109.0575960839154
106.01801796500584;103.76313115647356;100.24993364018069;108.69914487239129;107.63452888587645
105.13184191452402;104.36086303719627;100.66462636206872;107.24364084895839;110.07225904187945
105.97055680814657;104.28902946571007;100.19478937645428;107.04371315587294;110.46330057020724
106.227000864754;103.27826965138388;101.06551850524248;108.10656537466915;111.1592932885072
106.89598112855612;104.38039115968431;100.93196611922257;107.27541438922444;108.79999892209305
105.40411139417769;104.96559263347888;101.06242894228674;106.98186905002352;108.28652307493256
106.20028499820171;105.34516669209629;100.94793409564848;105.65877892668743;109.1576550116892
105.78820827571494;103.36557583150528;100.45013314554876;107.83552644494092;106.83911758040735
105.31573252499865;105.59176891096615;101.97281516221399;105.34367555309255;108.85235724156736
106.22173366962494;104.48924893973856;100.56099771319658;106.47135500737556;109.564858536406
107.15408804866856;104.9809873627464;101.79085452055452;105.54141408092165;107.47074216564549
105.27532535254123;104.33636933302398;101.2619778002403;106.87725132943821;108.4313027634359
105.94519699839634;103.84866810696948;101.78256780190586;105.18397614759249;107.7119915110405
103.84674465137856;104.35095066329555;100.91078481814579;105.90564645685131;108.70486940668768
108.163948117622;105.027674258032;99.42692555276078;108.14410602646021;109.0137964320068
105.84424327252313;105.83785582692195;101.11737173924035;105.89891320918915;110.0706674643957
104.95747060223991;104.71153254083956;101.47927361517841;106.44577234900447;108.08514914140132
106.38870702833805;103.6987851732288;99.47386294462301;106.49748835098387;109.2667675139684
104.57161547423321;105.7968757209832;101.01037167195715;106.86241923045114;110.9693681486166
105.73925286666605;104.7555696077377;100.21513736018818;107.39346462638945;110.8404907033678
104.76587871944288;103.99708132060283;101.92291238504404;106.8582839095942;108.76262117784626
105.60649821774872;106.91135834706354;99.86698955989249;106.76529945204338;107.67196143404676
105.17643439409125;103.06635761759635;102.58096601955118;107.14360038777625;108.6960012018466
104.36459406068508;104.92863255008068;100.56251681571196;107.9688365191478;108.24637886500209
105.47875498035894;103.88096917175476;100.30455707635693;106.78264389814952;107.43880009311363
106.87737493825745;104.57421176452215;101.21810704579764;106.83202206173307;109.82341466407412
105.74655320289301;104.67462021836592;101.16726520338966;108.03109856922735;110.963920404788
104.01363691486615;106.33730453430384;104.46012670253721;106.39216097116812;110.78148242504257
107.09262135405608;103.36340725692774;101.18537381884458;107.83280270597672;109.37538611171621
104.72228228733866;106.96171948078285;100.6116059972928;107.09837010243902;106.07451126460764
105.67240316748855;104.22482158621536;101.28411282874302;106.65819616031764;108.21605095894155
106.00196857776236;105.59559897106399;102.36971216024284;107.26757051424784;108.16547294763508
106.22110475108082;105.06906567276896;101.138868180131;106.11922367257631;109.82511305711228
105.05488955256122;106.66035904263836;102.79383504708099;105.54398904875164;110.60626185275473
107.7310114022535;105.15289477253471;101.98132460750502;106.11124739033184;107.10894256063476
107.68443125372019;103.50084935778091;99.54000987347948;105.79725462686916;110.33659449551745
105.14630910918586;102.09667311472734;101.57485251189439;106.14699208791669;107.96939467342224
105.9596665171568;104.66638643295612;100.53890512883328;107.74170057090684;108.54622806487366
103.97741069355196;102.80394686276793;100.95218205839498;107.31574498830385;108.89978000361431
104.97878257245844;105.60167269322099;100.50217936781631;106.57890612091342;109.05493078180471
108.10613351766656;104.72829107144938;100.8419262609498;108.61488440351354;110.77903496683052
105.63623755870813;102.54709249834652;100.80109975319141;105.3412181854672;108.75705212284224
106.88484274509622;104.36181494724704;100.05041579679272;106.81492993271412;107.26598806575909
105.61863042438401;104.67514249572405;101.12166020635289;109.02534896657535;109.18766755377285
103.81671660656872;104.65161543781721;101.53589501439288;107.89876859024947;108.35079609254484
106.12348260569576;104.91539375050185;101.00655714331188;108.45141358917455;107.0945291977762
103.61371303349242;103.96397786476956;101.4542208343556;107.766339458099;105.73148927099146
103.97933933830065;104.31041835179892;102.6465612968472;107.52469802966804;109.6988077988128
104.91879777498609;103.63461919880304;100.87088232396073;106.06727265928373;109.75629563600864
103.7301555538107;103.12360024078278;100.67410175279323;106.99854958411319;110.57606211178579
104.47381680777941;105.05732283445327;100.14339892478519;106.3994788480043;108.59766182299936
105.46243865622536;105.86958728865892;101.97010805386627;104.82236337385702;108.23335685657574
106.55477637383132;104.45829085009672;101.2993911765156;106.62642752495577;110.03495893389831
105.15207058371278;104.29242064842772;100.40956237888778;106.87169909257452;110.13572428949928
106.37469143161631;103.79191035001554;101.5344402179487;108.04214890242235;108.89366470416078
106.93712650904348;103.35084482633215;101.26252684223154;106.66630995223251;107.86037758088464
104.883855130271;103.77377382318927;101.48057254939863;110.26130703041812;108.98464337983921
103.10523892455141;103.62600038303144;101.00974676687052;107.37208968805487;110.74351963790095
106.55654723157558;103.64802561419876;101.83705002747337;108.01631393449951;109.54512340731823
106.6588376566908;105.86297106711348;98.89577556083185;109.24252988711905;109.54447539790642
105.3619514233169;105.30757657917856;99.99670040536628;106.7377924642457;108.86291308613323
106.04035970877968;104.94184529453936;100.44484179900145;106.93587644900678;108.30369286736452
103.8034973301155;104.72584401476429;101.06033176990705;106.1598371890512;109.2255635815094
104.74365844182071;104.73577918432379;101.04111558220764;107.38208946251316;109.74345825852869
106.18612131045509;102.59211093930394;102.56280495857015;107.45524557782929;109.95007474320632
105.46616846222167;102.55115001278843;102.66515760869659;108.19973708057465;111.43326299733792
107.50328372246888;104.47302966184465;100.52472766396944;105.9261531853478;110.96201972321774
106.67147779224553;105.21477749952669;100.22443735591665;106.10859530085888;108.38939187981407
106.0539732997324;104.37667017127758;101.54934119267334;105.48253179176851;106.80930525062244
105.90415044048493;105.04398757829006;100.51379114374613;106.701897537614;109.74138208245176
105.77759872039564;105.81931730015353;100.41658545954414;106.53883358094672;107.55120172460528
104.51599478280107;103.75545131211592;101.974908474446;106.1068697318945;110.19518089741064
107.4728247091723;104.60219675107544;99.8868293141209;106.59774322178387;108.37631868043579
104.69535168826496;105.86732047436155;100.51895637843398;107.27324975474696;108.3325855005231
105.61977434851505;102.9791564780758;100.94844469238096;106.79068154763556;107.20484644494736
104.13591056261164;103.88237382610016;102.7567593864604;106.5435255928835;109.62218356231364
105.2974779865769;103.250590225339;99.99418528012907;107.28215117416613;107.04541424420523
105.99259547135445;105.52474537075324;100.9087005984592;106.58337249792956;109.11834522584286
106.61266015110684;103.22055117632549;100.981344011744;108.4495377014195;109.44947566307981
105.14332641498426;105.18785140481455;101.57448698416107;107.82332625159808;109.01429095639256
107.92107104901902;105.27944259828048;99.65051933027692;107.79775941483332;108.4122489370403
107.62210293631053;105.33027546818808;101.91636132711048;105.30428164953852;106.74939151096385
105.36613458461895;105.33794892415895;100.97733578058157;106.27221975575888;107.6467392643947
105.67843636729776;103.39235844753763;102.05436891201131;107.83310981191464;109.15843660967388
107.01493904398596;104.72550017134961;99.75775686128193;108.56379470557036;109.23504916302949
107.08268622760815;103.74408296027887;101.22470178725477;106.96578151976848;109.36281411035378
106.52479308102741;105.60529250177696;101.09741952984238;109.43240503573809;109.00330473048828
106.91747955468351;105.40731692323637;101.26312650107269;107.56976581942878;107.55642044108
106.11954474925496;103.73194269764052;100.20639850865308;106.81058468111411;108.46308944018313
105.95096763699749;104.96287162286323;100.0016292361182;108.06443251535904;107.49029281968764
105.35580488715915;104.12303870572214;98.41507567696816;105.22259397001959;108.8953284861478
104.89922541352331;103.54809256136056;100.93676505862136;105.70231186993573;109.91636544362079
106.29810056374785;103.50785012783663;102.04703629176001;106.91197899554408;108.177362448762
105.28960621487663;103.35172214692386;99.89651421722542;105.67484772881987;111.20395931189562
106.10376633409916;103.59463047813637;100.19514734837894;107.97790121190788;109.20726349260224
106.27324420575087;103.31858842298568;102.26957043428415;108.20677639468519;109.45388349300407
104.08127540245978;106.21845658794243;99.80287357765172;107.53056221903377;109.35815781422495
106.23863995063788;103.91836159607634;100.9817418205582;106.400975577758;109.96809257272606
104.95698043638126;106.48141009481716;101.98704441967126;107.37596932573099;110.82511911943165
107.42790557180157;104.17363502727636;99.70078090161152;106.44735906357309;109.11216792480043
107.15956298644186;104.33260406082859;101.44795287084118;105.48905408089935;109.57686055007964
104.44701117965185;104.34776002265059;101.85136718020337;108.1562276638431;110.3010460396412
106.13709939234043;104.05568572996263;100.12228255467777;106.97785790092888;109.21153915250584
106.75204611315641;106.85898176124512;100.73002551849116;106.2506639924093;108.25308218767212
104.9084965474122;102.88607572662464;100.73028450628412;106.53205653481108;108.21693530555952
105.02205625448316;104.72352390101862;102.3425434189567;108.47136684545437;111.54702286695685
105.61056087929195;105.92241325544116;99.5649751822812;105.4735832362896;108.10765032232872
104.40005228664171;104.68462484423624;101.52881115618906;104.9666371092493;107.99166118154787
106.28920252945277;106.29153731239764;99.26603831488649;108.65466770216507;110.29107443572512
104.79993971194719;104.04986848220005;101.03962589603607;109.02247445183278;108.1047798641156
106.04967778530495;105.49002589775357;101.21791490959959;107.23615565133152;107.24151286067152
105.2922563333388;107.38100293808296;102.65643729124642;107.68127664928659;108.90481211900429
105.82362181581631;104.40745463455283;101.29218175893608;104.74968962933514;109.0660402206906
104.19824390370104;104.83088584061257;102.3551939280701;106.84797797217114;107.19767732615163
105.59016666825279;105.1655283475013;102.73331889813991;107.70085749210054;111.36197777329198
106.2922755127385;106.3950482727072;100.74654260546811;108.15095271340799;108.78055910811806
105.66509173162079;105.07061960009588;100.79451092050623;107.32834654115076;110.35613654341913
104.96323733029;104.7793045533939;102.48017666682227;106.55631524522713;108.63733981087059
106.49215728120922;104.39898725748355;102.62390020630396;105.95493681246514;109.00455693161032
105.96557545296268;105.0126915312336;100.27583886815806;105.06537766538334;107.66031937205034
105.93486781543413;105.55130748697528;101.58506209519142;108.87009222996731;108.56338301545065
107.64177617820823;103.80970081602884;100.62661065399313;106.17631429804796;108.62089894372427
106.23900160842709;106.94623515348648;99.91895568983091;107.17945567032798;109.69752865691727
104.99316096191177;104.58931884258992;100.0879967090485;108.34526078406931;108.10923318254828
105.39440179134142;104.21447566760273;101.03317942562212;108.16049106992823;107.73436127869364
107.0321274923483;105.52301713250392;100.84833031702983;108.24948885498027;109.424055010646
104.66687567205484;105.72331728109509;100.85193691124769;105.7445017347781;109.464090985527
106.03940700102713;103.925017500485;100.81155858724848;104.90147222186212;108.25774750622898
106.86345180565691;103.47838334252155;100.85790096581026;107.28869809009632;110.29476468438456
105.7320034434053;104.90546846907822;99.98190918623006;106.43449414840276;108.4135612197432
106.01732560497857;104.74159494166729;99.13266640097616;106.724078829658;108.18800234858035
105.57712137106077;106.15035119768321;99.9904744782665;107.76441094580828;109.24326244312441
105.66215775099569;104.52016027081574;100.58594617103131;107.19008520783586;107.022835682997
105.40516353869364;105.45964920190771;100.89524641354166;107.78438751038223;109.06611412511968
105.67826122628443;102.74908902674831;99.93482746896092;105.96288230164863;108.27956852871814
107.30264729543259;104.69997323380946;102.51416538257858;109.67306008818785;109.31555107935137
106.60364777531656;105.10054744457253;101.03992142949028;107.9358277984661;111.03692262675092
105.47247366963109;105.90190886497595;100.71102685373812;108.18000483869659;109.77881677016104
107.11966323924005;105.98918277156723;100.32512186317273;106.40756632365287;108.22144832696355
107.08782523263642;104.15162972762377;99.83180068202499;106.3006155579215;108.17480857102093
104.00727421146902;104.07225769019051;99.99326754478422;106.803313716548;108.9023952596106
108.25942822439148;103.7489874194548;100.70202120705356;107.98498562716304;107.42445555114601
105.66364407085202;102.86961934071735;101.9631693955153;106.66467889302616;109.41415191118904
